school_year,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,building_name,_schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,borough_name,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta
2013-14,Q430,26Q430,Francis Lewis High School,Q430,58-20 UTOPIA PARKWAY,Q,26.0,,,1,Francis Lewis High School,3.0,3.0,4.0,4.0,2.0,13C,4000+,1.8,7.8,7.6,6.2,2.2,QUEENS,11365.0,40.740724,-73.79283,11.0,20.0,1417.0,4148763.0,4068820001.0,Auburndale                                                                 
2013-14,Q425,25Q425,John Bowne High School,Q425,63-25 MAIN STREET,Q,25.0,,,1,John Bowne High School,2.0,9.0,32.0,6.0,3.0,12C,3001-4000,2.13,9.06,14.5,6.06,3.56,QUEENS,11367.0,40.738139,-73.824944,8.0,24.0,809.0,4439900.0,4065070001.0,Kew Gardens Hills                                                          
2013-14,Q420,,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,143-10 SPRINGFIELD BOULEVARD,Q,29.0,,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,0.0,4.0,15.0,2.0,1.0,9C,1751-2000,0.81,5.43,8.48,3.24,2.33,QUEENS,11413.0,40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  
2013-14,Q420,29Q265,Excelsior Preparatory High School,Q265,143-10 SPRINGFIELD BOULEVARD,Q,29.0,478.0,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,QUEENS,11413.0,40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  
2013-14,Q420,29Q272,George Washington Carver High School for the Scien,Q272,143-10 SPRINGFIELD BOULEVARD,Q,29.0,498.0,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,QUEENS,11413.0,40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  
2013-14,Q420,29Q283,Preparatory Academy for Writers: A College Board S,Q283,143-10 SPRINGFIELD BOULEVARD,Q,29.0,522.0,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,QUEENS,11413.0,40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  
2013-14,Q420,29Q248,Queens Preparatory Academy,Q248,143-10 SPRINGFIELD BOULEVARD,Q,29.0,454.0,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,QUEENS,11413.0,40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  
2013-14,Q415,26Q415,Benjamin N. Cardozo High School,Q415,57-00 223RD STREET,Q,26.0,,,1,Benjamin N. Cardozo High School,8.0,16.0,12.0,16.0,5.0,12C,3001-4000,2.13,9.06,14.5,6.06,3.56,QUEENS,11364.0,40.752333,-73.75599,11.0,23.0,138501.0,4161735.0,4075290001.0,Oakland Gardens                                                            
2013-14,Q410,,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,100-00 BEACH CHANNEL DRIVE,Q,27.0,,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4.0,11.0,20.0,9.0,5.0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,QUEENS,11694.0,40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2013-14,Q455,,48-01 90 STREET CONSOLIDATED LOCATION,,48-01 90 STREET,Q,24.0,,48-01 90 STREET CONSOLIDATED LOCATION,2,International High School for Health Sciences |  Newtown High School |  48-01 90 STREET CONSOLIDATED LOCATION,0.0,4.0,9.0,3.0,1.0,10C,2001-2500,2.39,7.89,13.67,5.22,3.94,QUEENS,11373.0,40.741122,-73.874721,4.0,25.0,461.0,4045629.0,4018490001.0,Elmhurst                                                                   
2013-14,Q410,27Q410,Beach Channel High School,Q410,100-00 BEACH CHANNEL DRIVE,Q,27.0,151.0,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,QUEENS,11694.0,40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2013-14,Q451,30Q575,Academy of American Studies,Q575,28-04 41 AVENUE,Q,30.0,810.0,,1,Academy of American Studies,0.0,0.0,2.0,0.0,0.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11101.0,40.751331,-73.937434,1.0,26.0,33.0,4005026.0,4004170016.0,Queensbridge-Ravenswood-Long Island City                                   
2013-14,Q410,27Q262,Channel View School for Research,Q262,100-00 BEACH CHANNEL DRIVE,Q,27.0,642.0,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,QUEENS,11694.0,40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2013-14,Q410,27Q351,Rockaway Collegiate High School,Q351,100-00 BEACH CHANNEL DRIVE,Q,27.0,312.0,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,QUEENS,11694.0,40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2013-14,Q410,27Q324,Rockaway Park High School for Environmental Sustai,Q324,100-00 BEACH CHANNEL DRIVE,Q,27.0,354.0,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,QUEENS,11694.0,40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2013-14,Q405,26Q495,Bayside High School,Q495,32-24 CORPORAL KENNEDY STREET,Q,26.0,,,1,Bayside High School,3.0,11.0,11.0,9.0,4.0,12C,3001-4000,2.13,9.06,14.5,6.06,3.56,QUEENS,11361.0,40.771755,-73.780296,11.0,19.0,1097.0,4134578.0,4060440001.0,Bayside-Bayside Hills                                                      
2013-14,Q404,,1-50 51ST AVENUE CONSOLIDATED LOCATION,,1-50 51ST AVENUE,Q,30.0,652.0,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,1.0,2.0,2.0,3.0,0.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11101.0,40.742956,-73.959196,2.0,26.0,1.0,4538588.0,4000060008.0,Hunters Point-Sunnyside-West Maspeth                                       
2013-14,Q404,30Q301,Academy for Careers in Television and Film,Q301,1-50 51ST AVENUE,Q,30.0,470.0,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,QUEENS,11101.0,40.742956,-73.959196,2.0,26.0,1.0,4538588.0,4000060008.0,Hunters Point-Sunnyside-West Maspeth                                       
2013-14,Q404,30Q291,Hunters Point Community Middle School,Q291,1-50 51ST AVENUE,Q,30.0,98.0,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,QUEENS,11101.0,40.742956,-73.959196,2.0,26.0,1.0,4538588.0,4000060008.0,Hunters Point-Sunnyside-West Maspeth                                       
2013-14,Q404,75Q277,The Riverview School,Q277,1-50 51ST AVENUE,Q,30.0,84.0,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,QUEENS,11101.0,40.742956,-73.959196,2.0,26.0,1.0,4538588.0,4000060008.0,Hunters Point-Sunnyside-West Maspeth                                       
2013-14,Q400,,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,,156-10 BAISLEY BOULEVARD,Q,27.0,988.0,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,3,Voyages Prep - South Queens| August Martin High School| ALC - August Martin HS| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,5.0,9.0,9.0,4.0,8.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11434.0,40.675633,-73.783342,12.0,28.0,294.0,4265978.0,4122610001.0,Springfield Gardens North                                                  
2013-14,Q400,88Q995      ,ALC - August Martin HS,Q995,156-10 BAISLEY BOULEVARD,Q,27.0,,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,3,Voyages Prep - South Queens| August Martin High School| ALC - August Martin HS| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,,,,,,,,,,,,,QUEENS,11434.0,40.675633,-73.783342,12.0,28.0,294.0,4265978.0,4122610001.0,Springfield Gardens North                                                  
2013-14,Q400,27Q400,August Martin High School,Q400,156-10 BAISLEY BOULEVARD,Q,27.0,838.0,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,3,Voyages Prep - South Queens| August Martin High School| ALC - August Martin HS| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,QUEENS,11434.0,40.675633,-73.783342,12.0,28.0,294.0,4265978.0,4122610001.0,Springfield Gardens North                                                  
2013-14,Q400,27Q261,Voyages Prep - South Queens,Q261,156-10 BAISLEY BOULEVARD,Q,27.0,150.0,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,3,Voyages Prep - South Queens| August Martin High School| ALC - August Martin HS| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,QUEENS,11434.0,40.675633,-73.783342,12.0,28.0,294.0,4265978.0,4122610001.0,Springfield Gardens North                                                  
2013-14,Q292,30Q092,P.S. 092 Harry T. Stewart Sr.,Q092,99-01 34 AVENUE,Q,30.0,896.0,,1,P.S. 092 Harry T. Stewart Sr.,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11368.0,40.755418,-73.869017,3.0,21.0,377.0,4042496.0,4017140018.0,North Corona                                                               
2013-14,Q287,24Q330,P.S. 330,Q330,110-08 NORTHERN BOULEVARD,Q,24.0,381.0,,1,P.S. 330,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.35,1.06,1.09,0.73,0.5,QUEENS,11368.0,40.75788,-73.859201,3.0,21.0,381.0,4540018.0,4017250001.0,North Corona                                                               
2013-14,Q280,30Q280,P.S. 280,Q280,34-20 94TH STREET,Q,30.0,478.0,,1,P.S. 280,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.35,1.06,1.09,0.73,0.5,QUEENS,11372.0,40.754241,-73.873769,3.0,25.0,273.0,4541605.0,4014540018.0,Jackson Heights                                                            
2013-14,Q277,28Q182,P.S. 182 Samantha Smith,Q182,153-27 88TH AVENUE,Q,28.0,951.0,,1,P.S. 182 Samantha Smith,0.0,0.0,2.0,0.0,0.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11432.0,40.70643,-73.803444,12.0,24.0,236.0,4594831.0,4097630023.0,Briarwood-Jamaica Hills                                                    
2013-14,Q276,28Q048,P.S. 048 William Wordsworth,Q048,108-29 155 STREET,Q,28.0,505.0,,1,P.S. 048 William Wordsworth,0.0,0.0,1.0,0.0,0.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11433.0,40.693518,-73.796727,12.0,28.0,254.0,4590626.0,4101440047.0,South Jamaica                                                              
2013-14,Q273,27Q273,P.S. 273,Q273,88-07 102ND STREET,Q,27.0,254.0,,1,P.S. 273,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.35,1.06,1.09,0.73,0.5,QUEENS,11418.0,40.693606,-73.844631,9.0,32.0,28.0,4539360.0,4092880101.0,Richmond Hill                                                              
2013-14,Q270,29Q270,The Gordon Parks School,Q270,233-15 MERRICK BOULEVARD,Q,29.0,667.0,,1,The Gordon Parks School,0.0,1.0,2.0,0.0,1.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11422.0,40.674831,-73.736713,13.0,31.0,618.0,4529511.0,4129730001.0,Laurelton                                                                  
2013-14,Q269,24Q211,Elm Tree Elementary School,Q211,86-37 53RD AVENUE,Q,24.0,145.0,,1,Elm Tree Elementary School,0.0,0.0,0.0,0.0,0.0,2C,1-250,0.43,1.03,1.23,0.99,0.41,QUEENS,11373.0,40.735609,-73.878535,4.0,25.0,475.0,4064938.0,4028640036.0,Elmhurst                                                                   
2013-14,Q268,29Q268,PS/IS 268,Q268,92-07 175 STREET,Q,29.0,608.0,,1,PS/IS 268,0.0,0.0,1.0,0.0,0.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11433.0,40.707537,-73.785626,12.0,27.0,444.0,4217573.0,4102150001.0,Jamaica                                                                    
2013-14,Q266,26Q266,P.S. / I.S. 266,Q266,74-10 COMMONWEALTH BOULEVARD,Q,26.0,689.0,,1,P.S. / I.S. 266,0.0,0.0,1.0,0.0,0.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11426.0,40.746231,-73.727614,13.0,23.0,1567.0,4529900.0,4078700074.0,Bellerose                                                                  
2013-14,Q263,29Q295,P.S./I.S. 295,Q295,222-14 JAMAICA AVENUE,Q,29.0,556.0,,1,P.S./I.S. 295,0.0,0.0,1.0,0.0,0.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11428.0,40.720619,-73.731997,13.0,23.0,568.0,4231378.0,4108130005.0,Queens Village                                                             
2013-14,Q262,27Q306,New York City Academy for Discovery,Q306,95-16 89TH AVENUE,Q,27.0,479.0,,1,New York City Academy for Discovery,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.35,1.06,1.09,0.73,0.5,QUEENS,11421.0,40.691765,-73.849006,9.0,32.0,20.0,4538070.0,4089750100.0,Woodhaven                                                                  
2013-14,Q260,24Q307,Pioneer Academy,Q307,40-20 100TH STREET,Q,24.0,974.0,,1,Pioneer Academy,1.0,1.0,0.0,2.0,0.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11368.0,40.748838,-73.865161,4.0,21.0,407.0,4040271.0,4016080058.0,North Corona                                                               
2013-14,Q254,27Q254,P.S. 254 - The Rosa Parks School,Q254,84-40 101 STREET,Q,27.0,654.0,,1,P.S. 254 - The Rosa Parks School,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11418.0,40.697961,-73.84796,9.0,32.0,24.0,4191296.0,4091770023.0,Richmond Hill                                                              
2013-14,Q253,27Q253,P.S. 253,Q253,1307 CENTRAL AVENUE,Q,27.0,511.0,,1,P.S. 253,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11691.0,40.60729,-73.7494,14.0,31.0,103202.0,4297972.0,4155410001.0,Far Rockaway-Bayswater                                                     
2013-14,Q247,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",Q128,69-10 65th Drive,Q,24.0,909.0,,1,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",0.0,1.0,0.0,1.0,0.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11379.0,40.715344,-73.886215,5.0,30.0,659.0,4070445.0,4030270037.0,Middle Village                                                             
2013-14,Q245,24Q305,Learners and Leaders,Q305,378 SENECA AVENUE,Q,24.0,415.0,,1,Learners and Leaders,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.35,1.06,1.09,0.73,0.5,QUEENS,11385.0,40.707121,-73.914998,5.0,34.0,539.0,4538307.0,4034280015.0,Ridgewood                                                                  
2013-14,Q244,25Q244,The Active Learning Elementary School,Q244,137-20 FRANKLIN AVENUE,Q,25.0,428.0,,1,The Active Learning Elementary School,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.35,1.06,1.09,0.73,0.5,QUEENS,11355.0,40.754654,-73.826759,7.0,20.0,79701.0,4541682.0,4051370043.0,Flushing                                                                   
2013-14,Q242,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Q242,29-66 137 STREET,Q,25.0,409.0,,1,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.35,1.06,1.09,0.73,0.5,QUEENS,11354.0,40.771265,-73.831525,7.0,20.0,88901.0,4462993.0,4043710173.0,Flushing                                                                   
2013-14,Q237,,46-21 COLDEN STREET CONSOLIDATED LOCATION,,46-21 COLDEN STREET,Q,25.0,,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 |  East-West School of International Studies |  46-21 COLDEN STREET CONSOLIDATED LOCATION,0.0,1.0,0.0,0.0,1.0,9C,1751-2000,0.81,5.43,8.48,3.24,2.33,QUEENS,11355.0,40.749545,-73.822073,7.0,20.0,845.0,4116436.0,4051470001.0,Flushing                                                                   
2013-14,Q237,25Q281,East-West School of International Studies,Q281,46-21 COLDEN STREET,Q,25.0,643.0,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 |  East-West School of International Studies |  46-21 COLDEN STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,QUEENS,11355.0,40.749545,-73.822073,7.0,20.0,845.0,4116436.0,4051470001.0,Flushing                                                                   
2013-14,Q329,30Q329,East Elmhurst Community School,Q329,26-25 97TH STREET,Q,30.0,74.0,,1,East Elmhurst Community School,0.0,0.0,1.0,0.0,0.0,2C,1-250,0.43,1.03,1.23,0.99,0.41,QUEENS,11369.0,40.761565,-73.872242,3.0,21.0,361.0,4437125.0,4013770016.0,East Elmhurst                                                              
2013-14,Q237,25Q237,I.S. 237,Q237,46-21 COLDEN STREET,Q,25.0,,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 |  East-West School of International Studies |  46-21 COLDEN STREET CONSOLIDATED LOCATION,,,,,,6C,1001-1250,,,,,,QUEENS,11355.0,40.749545,-73.822073,7.0,20.0,845.0,4116436.0,4051470001.0,Flushing                                                                   
2013-14,Q234,,30-14 30 STREET CONSOLIDATED LOCATION,,30-14 30 STREET,Q,30.0,809.0,30-14 30 STREET CONSOLIDATED LOCATION,2,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,0.0,1.0,2.0,0.0,1.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11102.0,40.766792,-73.922589,1.0,22.0,73.0,4007619.0,4005920015.0,Old Astoria                                                                
2013-14,Q234,30Q235,Academy for New Americans,Q235,30-14 30 STREET,Q,30.0,166.0,30-14 30 STREET CONSOLIDATED LOCATION,2,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,QUEENS,11102.0,40.766792,-73.922589,1.0,22.0,73.0,4007619.0,4005920015.0,Old Astoria                                                                
2013-14,Q234,30Q234,P.S. 234,Q234,30-15 29 STREET,Q,30.0,643.0,30-15 29 STREET CONSOLIDATED LOCATION,2,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,QUEENS,11102.0,40.767305,-73.923246,1.0,22.0,73.0,4007619.0,4005920015.0,Old Astoria                                                                
2013-14,Q232,27Q232,P.S. 232 Lindenwood,Q232,153-23 83 STREET,Q,27.0,,,1,P.S. 232 Lindenwood,0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,QUEENS,11414.0,40.665909,-73.851216,10.0,32.0,6202.0,4247454.0,4114450001.0,Lindenwood-Howard Beach                                                    
2013-14,Q231,,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,145-00 SPRINGFIELD BOULEVARD,Q,29.0,931.0,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4.0,6.0,3.0,9.0,1.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11413.0,40.664597,-73.758748,13.0,31.0,320.0,4285682.0,4133310001.0,Springfield Gardens South-Brookville                                       
2013-14,Q231,29Q355,Collaborative Arts Middle School,Q355,145-00 SPRINGFIELD BOULEVARD,Q,29.0,465.0,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,QUEENS,11413.0,40.664597,-73.758748,13.0,31.0,320.0,4285682.0,4133310001.0,Springfield Gardens South-Brookville                                       
2013-14,Q231,29Q356,Community Voices Middle School,Q356,145-00 SPRINGFIELD BOULEVARD,Q,29.0,466.0,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,QUEENS,11413.0,40.664597,-73.758748,13.0,31.0,320.0,4285682.0,4133310001.0,Springfield Gardens South-Brookville                                       
2013-14,Q230,30Q230,I.S. 230,Q230,73-10 34 AVENUE,Q,30.0,997.0,,1,I.S. 230,0.0,4.0,1.0,3.0,0.0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,QUEENS,11372.0,40.752866,-73.893193,3.0,25.0,289.0,4028931.0,4012600001.0,Jackson Heights                                                            
2013-14,Q229,24Q229,P.S. 229 Emanuel Kaplan,Q229,67-25 51 ROAD,Q,24.0,,,1,P.S. 229 Emanuel Kaplan,0.0,0.0,1.0,0.0,0.0,8C,1501-1750,0.81,3.95,6.51,2.3,1.78,QUEENS,11377.0,40.734294,-73.897557,5.0,30.0,513.0,4440274.0,4024230001.0,Maspeth                                                                    
2013-14,Q228,30Q228,P.S. 228 Early Childhood Magnet School of the Arts,Q228,32-63 93 STREET,Q,30.0,370.0,,1,P.S. 228 Early Childhood Magnet School of the Arts,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.35,1.06,1.09,0.73,0.5,QUEENS,11369.0,40.75747,-73.875279,3.0,21.0,353.0,4034892.0,4014230057.0,East Elmhurst                                                              
2013-14,Q227,30Q227,I.S. 227 Louis Armstrong,Q227,32-02 JUNCTION BOULEVARD,Q,30.0,,,1,I.S. 227 Louis Armstrong,1.0,2.0,3.0,3.0,0.0,8C,1501-1750,0.81,3.95,6.51,2.3,1.78,QUEENS,11369.0,40.758408,-73.874472,3.0,21.0,353.0,4034891.0,4014230001.0,East Elmhurst                                                              
2013-14,Q226,,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,,121-10 ROCKAWAY BOULEVARD,Q,27.0,,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,2,J.H.S. 226 Virgil I. Grissom |  Hawtree Creek Middle School |  121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,0.0,7.0,11.0,3.0,3.0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,QUEENS,11420.0,40.675771,-73.816938,10.0,28.0,840.0,4253607.0,4117140100.0,South Ozone Park                                                           
2013-14,Q226,27Q297,Hawtree Creek Middle School,Q297,121-10 ROCKAWAY BOULEVARD,Q,27.0,90.0,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,2,J.H.S. 226 Virgil I. Grissom |  Hawtree Creek Middle School |  121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,QUEENS,11420.0,40.675771,-73.816938,10.0,28.0,840.0,4253607.0,4117140100.0,South Ozone Park                                                           
2013-14,Q238,29Q238,I.S. 238 - Susan B. Anthony Academy,Q238,88-15 182 STREET,Q,29.0,,,1,I.S. 238 - Susan B. Anthony Academy,0.0,4.0,3.0,0.0,3.0,8C,1501-1750,0.81,3.95,6.51,2.3,1.78,QUEENS,11423.0,40.713094,-73.780468,12.0,27.0,470.0,4212425.0,4099190006.0,Jamaica                                                                    
2013-14,Q226,27Q226,J.H.S. 226 Virgil I. Grissom,Q226,121-10 ROCKAWAY BOULEVARD,Q,27.0,,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,2,J.H.S. 226 Virgil I. Grissom |  Hawtree Creek Middle School |  121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,,,,,,6C,1001-1250,,,,,,QUEENS,11420.0,40.675771,-73.816938,10.0,28.0,840.0,4253607.0,4117140100.0,South Ozone Park                                                           
2013-14,Q225,,190 BEACH 110 STREET CONSOLIDATED LOCATION,,190 BEACH 110 STREET,Q,27.0,615.0,190 BEACH 110 STREET CONSOLIDATED LOCATION,2,WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION,0.0,0.0,3.0,0.0,0.0,4C,501-750,0.33,1.32,1.76,0.83,0.59,QUEENS,11694.0,40.580928,-73.831836,14.0,32.0,938.0,4303853.0,4161810001.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
